created at,id,run id,run attempt,workflow name,name,head branch,conclusion,step,html url
"30.08.23, 15:57:57",16351947281,6027222222,1,DevExtreme Angular Tests,test,23_2_tabs_icon_position_material,failure,Check generated code,https://github.com/DevExpress/DevExtreme/actions/runs/6027222222/job/16351947281
"30.08.23, 15:56:33",16351902343,6027207352,1,DevExtreme Angular Tests,test,23_2_tabs_icon_position_generic,failure,Check generated code,https://github.com/DevExpress/DevExtreme/actions/runs/6027207352/job/16351902343
"30.08.23, 15:21:37",16350704075,6026847144,1,DevExtreme Angular Tests,test,23_2_tabs_icon_position_material,failure,Check generated code,https://github.com/DevExpress/DevExtreme/actions/runs/6026847144/job/16350704075
"30.08.23, 13:06:38",16345663205,6025284718,1,DevExtreme Angular Tests,test,theme-selector-v3,failure,Install npm packages,https://github.com/DevExpress/DevExtreme/actions/runs/6025284718/job/16345663205
"30.08.23, 13:04:45",16345590896,6025260816,1,DevExtreme Angular Tests,test,theme-selector-v2,failure,Install npm packages,https://github.com/DevExpress/DevExtreme/actions/runs/6025260816/job/16345590896
"30.08.23, 10:47:09",16341415864,6023861326,1,DevExtreme Angular Tests,test,fix-generating-package-json,failure,Generate wrappers,https://github.com/DevExpress/DevExtreme/actions/runs/6023861326/job/16341415864
"30.08.23, 07:47:32",16336012881,6022049130,1,DevExtreme Angular Tests,test,ci/generate-script,failure,Generate wrappers,https://github.com/DevExpress/DevExtreme/actions/runs/6022049130/job/16336012881
"30.08.23, 19:09:14",16357681525,6028933027,1,DevExtreme package tests,Demos visual tests jquery(1/4),23_1_addUrlForMenuFix,failure,Run TestCafe tests,https://github.com/DevExpress/DevExtreme/actions/runs/6028933027/job/16357681525
"30.08.23, 19:09:14",16357681761,6028933027,1,DevExtreme package tests,Demos visual tests jquery(2/4),23_1_addUrlForMenuFix,failure,Run TestCafe tests,https://github.com/DevExpress/DevExtreme/actions/runs/6028933027/job/16357681761
"30.08.23, 19:09:15",16357682073,6028933027,1,DevExtreme package tests,Demos visual tests jquery(3/4),23_1_addUrlForMenuFix,failure,Run TestCafe tests,https://github.com/DevExpress/DevExtreme/actions/runs/6028933027/job/16357682073
