date;id;workflow name;main success runs;main failure runs;main cancelled runs;main skipped runs;main retries;main min duration;main avg duration;main max duration;pr success runs;pr failure runs;pr cancelled runs;pr skipped runs;pr retries;pr min duration;pr avg duration;pr max duration
2023-08-15;_security-alerts.yml;Send dependabot new vulnerability alerts;1;0;0;0;0;0,0002546296296;0,0002546296296;0,0002546296296;0;0;0;0;0;0;0;0
2023-08-15;code_generation_trigger.yml;Code generation trigger;12;0;0;0;0;0,0001273148148;0,0001581790123;0,0001851851852;0;0;0;0;0;0;0;0
2023-08-15;codeql.yml;CodeQL;1;0;0;0;0;0,01298611111;0,01298611111;0,01298611111;0;0;0;0;0;0;0;0
2023-08-15;devextreme_npm_tests.yml;DevExtreme package tests;15;1;0;0;0;0,009537037037;0,01487340856;0,01908564815;34;6;10;0;3;0,0003935185185;0,01251805556;0,02094907407
2023-08-15;devextreme_react_tests.yml;DevExtreme React Tests;0;0;0;0;0;0;0;0;0;1;0;0;0;0,001342592593;0,001342592593;0,001342592593
2023-08-15;devextreme_vue_tests.yml;DevExtreme Vue Tests;7;0;0;0;0;0,005787037037;0,006881613757;0,008645833333;37;3;0;0;0;0,0006018518519;0,006734664352;0,008912037037
2023-08-15;lint.yml;Lint;16;0;0;0;0;0,008194444444;0,01205439815;0,02168981481;40;2;8;0;0;0,0004050925926;0,009046990741;0,02197916667
2023-08-15;qunit_tests-additional-renovation.yml;Additional QUnit;13;3;0;0;0;0,008530092593;0,01133246528;0,01413194444;37;5;8;0;0;0,0003935185185;0,008615277778;0,01306712963
2023-08-15;qunit_tests-renovation.yml;QUnit tests for renovation;16;0;0;0;0;0,007349537037;0,01077690972;0,01576388889;40;3;7;0;0;0,0004050925926;0,00806712963;0,01695601852
2023-08-15;renovate_autoapprove.yml;Auto approve renovate bot PR;0;0;0;0;0;0;0;0;52;0;0;0;0;0,00009259259259;0,0002325943732;0,0021875
2023-08-15;renovation.yml;Renovation;16;0;0;0;0;0,002013888889;0,002751736111;0,004143518519;42;1;7;0;0;0,0004050925926;0,00233912037;0,004131944444
2023-08-15;styles.yml;Styles tests;16;0;0;0;0;0,0006365740741;0,00109447338;0,002280092593;43;1;6;0;0;0,0003703703704;0,00100162037;0,002511574074
2023-08-15;testcafe_tests.yml;TestCafe tests;15;1;0;0;0;0,008784722222;0,01135416667;0,01560185185;23;19;8;0;5;0,0004050925926;0,009932175926;0,01835648148
2023-08-15;themebuilder_tests.yml;Themebuilder and Styles tests;16;0;0;0;0;0,004328703704;0,005298032407;0,008009259259;40;3;7;0;0;0,0003703703704;0,00462662037;0,008113425926
2023-08-15;ts_declarations.yml;TS Declarations;16;0;0;0;0;0,0007523148148;0,001329571759;0,0025;43;1;6;0;0;0,0003935185185;0,00118287037;0,002638888889
