created at,id,run id,run attempt,workflow name,name,head branch,conclusion,step,html url
"16.10.25, 02:34:36",52870997775,18548488211,1,Send dependabot new vulnerability alerts,Send notifications,25_2,failure,Teams Notification,https://github.com/DevExpress/DevExtreme/actions/runs/18548488211/job/52870997775
"16.10.25, 17:16:34",52938691547,18569060941,1,Build and pack DevExtreme npm packages,custom_bundles,lavrov/fix-build-all-workflow,failure,Setup deps,https://github.com/DevExpress/DevExtreme/actions/runs/18569060941/job/52938691547
"16.10.25, 16:18:55",52933687909,18567609564,1,Build and pack DevExtreme npm packages,custom_bundles,lavrov/fix-build-all-workflow,failure,Setup deps,https://github.com/DevExpress/DevExtreme/actions/runs/18567609564/job/52933687909
"16.10.25, 14:59:19",52925741215,18565382394,1,Build and pack DevExtreme npm packages,custom_bundles,lavrov/fix-build-all-workflow,failure,Setup deps,https://github.com/DevExpress/DevExtreme/actions/runs/18565382394/job/52925741215
"16.10.25, 14:59:38",52925777647,18565373959,1,Build and pack DevExtreme npm packages,custom_bundles,lavrov/fix-build-all-workflow,failure,Move devextreme package,https://github.com/DevExpress/DevExtreme/actions/runs/18565373959/job/52925777647
"16.10.25, 14:10:40",52920602231,18563838159,1,Build and pack DevExtreme npm packages,custom_bundles,lavrov/fix-build-all-workflow,failure,Move devextreme package,https://github.com/DevExpress/DevExtreme/actions/runs/18563838159/job/52920602231
"16.10.25, 19:59:25",52952056816,18573210276,1,Default Workflow,main,25_2_split_a11y_tests_speedup,cancelled,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/18573210276/job/52952056816
"16.10.25, 18:59:03",52947240996,18571786745,1,Default Workflow,main,25_1_2428-cherry-pick,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18571786745/job/52947240996
"16.10.25, 17:53:33",52941735133,18570177136,1,Default Workflow,main,AI-Column-Methods,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18570177136/job/52941735133
"16.10.25, 16:13:49",52933224082,18567694937,1,Default Workflow,main,25_2_current_view_change,failure,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18567694937/job/52933224082
"16.10.25, 15:13:00",52927220839,18566008050,1,Default Workflow,main,AI-Column-Methods,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18566008050/job/52927220839
"16.10.25, 15:05:59",52926460596,18565797415,1,Default Workflow,main,AI-Column-Methods,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18565797415/job/52926460596
"16.10.25, 15:03:53",52926234238,18565741462,1,Default Workflow,main,AI-Column-Methods,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18565741462/job/52926234238
"16.10.25, 14:50:44",52924874165,18565373972,1,Default Workflow,main,lavrov/fix-build-all-workflow,cancelled,,https://github.com/DevExpress/DevExtreme/actions/runs/18565373972/job/52924874165
"16.10.25, 14:37:46",52923516965,18564994152,1,Default Workflow,main,qunit-renovation,failure,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18564994152/job/52923516965
"16.10.25, 14:35:29",52923268713,18564924278,1,Default Workflow,main,qunit-renovation,cancelled,,https://github.com/DevExpress/DevExtreme/actions/runs/18564924278/job/52923268713
"16.10.25, 14:23:31",52921999249,18564567390,1,Default Workflow,main,qunit-renovation,cancelled,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/18564567390/job/52921999249
"16.10.25, 14:17:29",52921347244,18564385266,1,Default Workflow,main,qunit-renovation,failure,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18564385266/job/52921347244
"16.10.25, 14:08:09",52920333880,18564098986,1,Default Workflow,main,qunit-renovation,failure,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18564098986/job/52920333880
"16.10.25, 12:27:47",52910484631,18561233579,1,Default Workflow,main,25_2_demos_vue_ts_scheduler,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18561233579/job/52910484631
"16.10.25, 12:14:14",52909278428,18560869265,1,Default Workflow,main,25_2_sptit_axe_tests,cancelled,Get sources,https://github.com/DevExpress/DevExtreme/actions/runs/18560869265/job/52909278428
"16.10.25, 11:46:05",52906960302,18560172194,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18560172194/job/52906960302
"16.10.25, 11:43:58",52906801881,18560122333,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Setup pnpm cache,https://github.com/DevExpress/DevExtreme/actions/runs/18560122333/job/52906801881
"16.10.25, 11:41:46",52906636315,18560078979,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18560078979/job/52906636315
"16.10.25, 11:12:14",52904300895,18559333366,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Setup pnpm cache,https://github.com/DevExpress/DevExtreme/actions/runs/18559333366/job/52904300895
"16.10.25, 11:09:03",52904051683,18559252946,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18559252946/job/52904051683
"16.10.25, 11:06:09",52903814231,18559176315,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18559176315/job/52903814231
"16.10.25, 11:04:23",52903667527,18559137465,1,Default Workflow,main,25_2__optimize_tests_security_updates,cancelled,Run targets,https://github.com/DevExpress/DevExtreme/actions/runs/18559137465/job/52903667527
