created at,id,run id,run attempt,workflow name,name,head branch,conclusion,step,html url
""06.09.23, 14:31:08"",16548531241,6098521640,1,Lint,TS,no-excessive-onrendered-on-remount,cancelled,Lint .d.ts,https://github.com/DevExpress/DevExtreme/actions/runs/6098521640/job/16548531241
""06.09.23, 14:42:03"",16548950365,6098521640,1,Lint,Send notifications,no-excessive-onrendered-on-remount,cancelled,,https://github.com/DevExpress/DevExtreme/actions/runs/6098521640/job/16548950365
""06.09.23, 13:46:28"",16546782718,6097977901,1,Lint,Renovation,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546782718
""06.09.23, 13:46:28"",16546783261,6097977901,1,Lint,TS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546783261
""06.09.23, 13:46:29"",16546783786,6097977901,1,Lint,CSS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546783786
""06.09.23, 13:46:30"",16546784605,6097977901,1,Lint,JS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546784605
""06.09.23, 13:46:31"",16546784998,6097977901,1,Lint,texts,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546784998
""06.09.23, 13:46:32"",16546785312,6097977901,1,Lint,component_exports,renovate/23_2-pin-dependencies,failure,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546785312
""06.09.23, 13:46:32"",16546785624,6097977901,1,Lint,package_lock,renovate/23_2-pin-dependencies,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6097977901/job/16546785624
""06.09.23, 13:44:07"",16546697878,6097953083,1,Lint,JS,23_2_tabs_styling_mode_fluent,cancelled,Build,https://github.com/DevExpress/DevExtreme/actions/runs/6097953083/job/16546697878
""06.09.23, 13:44:08"",16546698365,6097953083,1,Lint,CSS,23_2_tabs_styling_mode_fluent,failure,Lint CSS,https://github.com/DevExpress/DevExtreme/actions/runs/6097953083/job/16546698365
""06.09.23, 13:44:10"",16546699256,6097953083,1,Lint,TS,23_2_tabs_styling_mode_fluent,cancelled,Build,https://github.com/DevExpress/DevExtreme/actions/runs/6097953083/job/16546699256
""06.09.23, 13:23:33"",16545929332,6097720754,1,Lint,JS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545929332
""06.09.23, 13:23:35"",16545930329,6097720754,1,Lint,Renovation,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545930329
""06.09.23, 13:23:36"",16545930861,6097720754,1,Lint,TS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545930861
""06.09.23, 13:23:36"",16545931184,6097720754,1,Lint,CSS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545931184
""06.09.23, 13:23:37"",16545931488,6097720754,1,Lint,texts,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545931488
""06.09.23, 13:23:37"",16545931788,6097720754,1,Lint,component_exports,renovate/23_2-pin-dependencies,failure,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545931788
""06.09.23, 13:23:38"",16545932088,6097720754,1,Lint,package_lock,renovate/23_2-pin-dependencies,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6097720754/job/16545932088
""06.09.23, 12:02:06"",16543029303,6096761626,1,Lint,component_exports,update_devextreme-generator_23-2,failure,Check generated component reexports,https://github.com/DevExpress/DevExtreme/actions/runs/6096761626/job/16543029303
""06.09.23, 12:02:08"",16543030093,6096761626,1,Lint,package_lock,update_devextreme-generator_23-2,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6096761626/job/16543030093
""06.09.23, 11:49:04"",16542648234,6096645842,1,Lint,TS,update_devextreme-generator_23-2,cancelled,Lint .d.ts,https://github.com/DevExpress/DevExtreme/actions/runs/6096645842/job/16542648234
""06.09.23, 12:02:05"",16543028447,6096645842,1,Lint,Send notifications,update_devextreme-generator_23-2,cancelled,,https://github.com/DevExpress/DevExtreme/actions/runs/6096645842/job/16543028447
""06.09.23, 09:01:10"",16537605924,6094968897,1,Lint,component_exports,feature/license-check,failure,Check generated component reexports,https://github.com/DevExpress/DevExtreme/actions/runs/6094968897/job/16537605924
""06.09.23, 09:01:11"",16537606210,6094968897,1,Lint,package_lock,feature/license-check,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6094968897/job/16537606210
""06.09.23, 08:52:37"",16537346654,6094888147,1,Lint,Renovation,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537346654
""06.09.23, 08:52:38"",16537347086,6094888147,1,Lint,TS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537347086
""06.09.23, 08:52:39"",16537347530,6094888147,1,Lint,component_exports,renovate/23_2-pin-dependencies,failure,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537347530
""06.09.23, 08:52:40"",16537348031,6094888147,1,Lint,package_lock,renovate/23_2-pin-dependencies,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537348031
""06.09.23, 08:52:41"",16537348677,6094888147,1,Lint,JS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537348677
""06.09.23, 08:52:43"",16537349299,6094888147,1,Lint,CSS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537349299
""06.09.23, 08:52:43"",16537349664,6094888147,1,Lint,texts,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094888147/job/16537349664
""06.09.23, 08:24:35"",16536446288,6094595235,1,Lint,Renovation,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536446288
""06.09.23, 08:24:36"",16536446766,6094595235,1,Lint,JS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536446766
""06.09.23, 08:24:37"",16536447204,6094595235,1,Lint,texts,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536447204
""06.09.23, 08:24:37"",16536447533,6094595235,1,Lint,TS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536447533
""06.09.23, 08:24:38"",16536447979,6094595235,1,Lint,CSS,renovate/23_2-pin-dependencies,failure,Run npm install,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536447979
""06.09.23, 08:24:39"",16536448665,6094595235,1,Lint,package_lock,renovate/23_2-pin-dependencies,failure,Check package-lock,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536448665
""06.09.23, 08:24:40"",16536449286,6094595235,1,Lint,component_exports,renovate/23_2-pin-dependencies,failure,Install dependencies,https://github.com/DevExpress/DevExtreme/actions/runs/6094595235/job/16536449286
""06.09.23, 01:28:30"",16528481206,6091615175,1,Lint,JS,T1185479_23-2,cancelled,Build,https://github.com/DevExpress/DevExtreme/actions/runs/6091615175/job/16528481206
""06.09.23, 01:28:31"",16528481458,6091615175,1,Lint,TS,T1185479_23-2,cancelled,Build,https://github.com/DevExpress/DevExtreme/actions/runs/6091615175/job/16528481458
""06.09.23, 01:37:52"",16528640655,6091615175,1,Lint,Send notifications,T1185479_23-2,cancelled,,https://github.com/DevExpress/DevExtreme/actions/runs/6091615175/job/16528640655
""06.09.23, 18:28:33"",16556426106,6100944790,1,Additional QUnit,ui.scheduler(3/3)-firefox,23_2_validation_styling,failure,Run QUnit tests,https://github.com/DevExpress/DevExtreme/actions/runs/6100944790/job/16556426106
""06.09.23, 16:25:24"",16552688462,6099730811,1,Additional QUnit,ui.scheduler(1/3)-PST8PDT,23_2_validation_styling,failure,Run QUnit tests,https://github.com/DevExpress/DevExtreme/actions/runs/6099730811/job/16552688462
""06.09.23, 15:11:48"",16550100259,6098990806,1,Additional QUnit,Build,23_2_esm,failure,Build,https://github.com/DevExpress/DevExtreme/actions/runs/6098990806/job/16550100259
