date;id;workflow name;main success runs;main failure runs;main cancelled runs;main skipped runs;main retries;main min duration;main avg duration;main max duration;pr success runs;pr failure runs;pr cancelled runs;pr skipped runs;pr retries;pr min duration;pr avg duration;pr max duration
2023-08-07;_security-alerts.yml;Send dependabot new vulnerability alerts;1;0;0;0;0;0,0002662037037;0,0002662037037;0,0002662037037;0;0;0;0;0;0;0;0
2023-08-07;code_generation_trigger.yml;Code generation trigger;8;0;0;0;0;0,0001388888889;0,0001548032407;0,0001967592593;0;0;0;0;0;0;0;0
2023-08-07;codeql.yml;CodeQL;1;0;0;0;0;0,01600694444;0,01600694444;0,01600694444;0;0;0;0;0;0;0;0
2023-08-07;devextreme_npm_tests.yml;DevExtreme package tests;5;4;0;0;0;0,01170138889;0,01602237654;0,01958333333;17;8;2;0;7;0,001527777778;0,01333461934;0,02266203704
2023-08-07;lint.yml;Lint;9;0;0;0;0;0,007858796296;0,01084747942;0,01917824074;25;0;2;0;1;0,001469907407;0,009597050754;0,02116898148
2023-08-07;qunit_tests-additional-renovation.yml;Additional QUnit;8;1;0;0;0;0,008668981481;0,01059542181;0,01428240741;25;0;2;0;1;0,001527777778;0,00965149177;0,01575231481
2023-08-07;qunit_tests-renovation.yml;QUnit tests for renovation;9;0;0;0;0;0,007986111111;0,009356995885;0,01074074074;25;0;2;0;0;0,001481481481;0,008972479424;0,01510416667
2023-08-07;renovate_autoapprove.yml;Auto approve renovate bot PR;0;0;0;0;0;0;0;0;27;0;0;0;1;0,00008101851852;0,0002151920439;0,001342592593
2023-08-07;renovation.yml;Renovation;9;0;0;0;0;0,002060185185;0,002763631687;0,003912037037;25;0;2;0;0;0,001469907407;0,002833504801;0,008576388889
2023-08-07;styles.yml;Styles tests;9;0;0;0;0;0,0005902777778;0,0008744855967;0,001226851852;27;0;0;0;0;0,0005902777778;0,00129372428;0,007037037037
2023-08-07;testcafe_tests.yml;TestCafe tests;5;4;0;0;0;0,01015046296;0,01556970165;0,02041666667;10;14;3;0;10;0,001516203704;0,01036093964;0,0187962963
2023-08-07;themebuilder_tests.yml;Themebuilder and Styles tests;9;0;0;0;0;0,003969907407;0,004657921811;0,007569444444;25;0;2;0;0;0,001446759259;0,005158179012;0,01061342593
2023-08-07;ts_declarations.yml;TS Declarations;9;0;0;0;0;0,0007407407407;0,001076388889;0,001666666667;27;0;0;0;0;0,0007638888889;0,001567644033;0,007199074074
