created at,id,run id,run attempt,workflow name,name,head branch,conclusion,step,html url
"24.03.24, 17:47:25",23030253798,8411051855,1,Visual Tests,jquery(1/4)-accessibility,renovate/23_2-babel-eslint-replacement,failure,Run TestCafe tests,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051855/job/23030253798
"24.03.24, 17:47:26",23030254017,8411051854,1,Frameworks,Lint code base (excluding demos),renovate/23_2-babel-eslint-replacement,failure,Run lint,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030254017
"24.03.24, 17:47:26",23030254059,8411051854,1,Frameworks,Lint demos (1/4),renovate/23_2-babel-eslint-replacement,failure,Run lint,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030254059
"24.03.24, 17:47:27",23030254098,8411051854,1,Frameworks,Lint demos (2/4),renovate/23_2-babel-eslint-replacement,failure,Run lint,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030254098
"24.03.24, 17:47:27",23030254138,8411051854,1,Frameworks,Lint demos (3/4),renovate/23_2-babel-eslint-replacement,failure,Run lint,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030254138
"24.03.24, 17:47:27",23030254189,8411051854,1,Frameworks,Lint demos (4/4),renovate/23_2-babel-eslint-replacement,failure,Run lint,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030254189
"24.03.24, 17:52:47",23030309518,8411051854,1,Frameworks,Check generated demos (1/5),renovate/23_2-babel-eslint-replacement,failure,Check generated JS demos,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030309518
"24.03.24, 17:52:47",23030309702,8411051854,1,Frameworks,Check generated demos (2/5),renovate/23_2-babel-eslint-replacement,failure,Check generated JS demos,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030309702
"24.03.24, 17:52:48",23030309886,8411051854,1,Frameworks,Check generated demos (3/5),renovate/23_2-babel-eslint-replacement,failure,Check generated JS demos,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030309886
"24.03.24, 17:52:49",23030310055,8411051854,1,Frameworks,Check generated demos (4/5),renovate/23_2-babel-eslint-replacement,failure,Check generated JS demos,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030310055
"24.03.24, 17:52:50",23030310258,8411051854,1,Frameworks,Check generated demos (5/5),renovate/23_2-babel-eslint-replacement,failure,Check generated JS demos,https://github.com/DevExpress/devextreme-demos/actions/runs/8411051854/job/23030310258
